,fec_id,name,state,district,party,office,incumbent_challenge,candidate_status,bioguide_id,ballotpedia_id,govtrack_id,party_simple,key,ballotpedia,twitter_name,twitter_id,twitter_status_tweet,twitter_status_name,twitter_status_id
2508,H2IL01349,"JACKSON, JONATHAN",IL,1,DEMOCRATIC PARTY,House,Incumbent,C,J000309,,456899.0,Democrat,jonathan  jackson,https://ballotpedia.org/Jonathan_Jackson_(Illinois),congressjackson,1511150244578439168,,,
2509,H2TX35151,"JACKSON, MARILYN",TX,35,REPUBLICAN PARTY,House,Challenger,C,,,,Republican,marilyn  jackson,https://ballotpedia.org/Marilyn_Jackson,,,,,
2510,H2FL10184,"JACKSON, NATALIE",FL,10,DEMOCRATIC PARTY,House,Open seat,C,,,,Democrat,natalie  jackson,https://ballotpedia.org/Natalie_Jackson,natjacksonfl10,33747408,,,
2512,H2FL20266,"JACKSON, PHIL",FL,20,DEMOCRATIC PARTY,House,Open seat,N,,,,Democrat,phil  jackson,https://ballotpedia.org/Phil_Jackson,,,,,
2513,H2MI13253,"JACKSON, RAMON",MI,13,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,ramon  jackson,,,,,,
2515,H0TX13228,"JACKSON, RONNY LYNN",TX,13,REPUBLICAN PARTY,House,Incumbent,C,J000304,Ronny Jackson,456847.0,Republican,ronny  jackson,https://ballotpedia.org/Ronny_Jackson,repronnyjackson,1341903465610686464,,,
2516,H0TX13228,"JACKSON, RONNY LYNN",TX,13,REPUBLICAN PARTY,House,Incumbent,C,J000304,Ronny Jackson,456847.0,Republican,ronny  jackson,https://ballotpedia.org/Ronny_Jackson,ronnyjacksontx,1201953403099893760,,,
2517,H2MI12180,"JACKSON, SHANELLE",MI,12,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,shanelle  jackson,https://ballotpedia.org/Shanelle_Jackson,electshanelle,211769318,,,
2520,H0NY27090,"JACOBS, CHRISTOPHER L.",NY,23,REPUBLICAN PARTY,House,Incumbent,P,J000020,Christopher Jacobs,456793.0,Republican,christopher  jacobs,,repjacobs,1276232539510919168,,,
2521,H2KS04131,"JACOBS, KYLE",KS,4,INDEPENDENT,House,Challenger,N,,,,Other,kyle  jacobs,,,,,,
2522,H2KS04115,"JACOBS, KYLE",KS,4,INDEPENDENT,House,Challenger,N,,,,Other,kyle  jacobs,,,,,,
2523,H2KS04123,"JACOBS, KYLE",KS,4,INDEPENDENT,House,Challenger,N,,,,Other,kyle  jacobs,,,,,,
2524,H2CA26133,"JACOBS, MATTHEW",CA,26,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,matthew  jacobs,https://ballotpedia.org/Matt_Jacobs,mattjacobsca,1183132214680150016,,,
2526,H8CA49074,"JACOBS, SARA",CA,51,DEMOCRATIC PARTY,House,Incumbent,C,J000305,,456804.0,Democrat,sara  jacobs,https://ballotpedia.org/Sara_Jacobs,repsarajacobs,1345103905869455361,,,
2527,H8CA49074,"JACOBS, SARA",CA,51,DEMOCRATIC PARTY,House,Incumbent,C,J000305,,456804.0,Democrat,sara  jacobs,https://ballotpedia.org/Sara_Jacobs,sarajacobsca,1656913327,,,
2530,H2NY16107,"JAFFE, MARK",NY,16,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,mark  jaffe,https://ballotpedia.org/Mark_Jaffe,jaffe4ny,939578483990237184,,,
2531,H0CA43074,"JAFRI, KHALID",CA,9,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,khalid  jafri,https://ballotpedia.org/Khalid_Jeffrey_Jafri,,,,,
2533,H0CA50210,"JAHN, LUCINDA KWH",CA,48,NONE,House,Challenger,N,,,,Other,lucinda  jahn,https://ballotpedia.org/Lucinda_Jahn,lucindakwhjahn,1224057260491456512,,,
2534,H2FL10325,"JAIN, USHA DR.",FL,10,NON-PARTY,House,Open seat,N,,,,Other,usha  jain,https://ballotpedia.org/Usha_Jain,drushajain,353449929,,,
2536,H0NY09080,"JAMES, ISIAH",NY,9,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,isiah  james,,,,,,
2538,H2WA07135,"JAMES, JESSE",WA,7,INDEPENDENT,House,Challenger,N,,,,Other,jesse  james,https://ballotpedia.org/Jesse_James_(Washington),jessealexjames,1515783994951970816,,,
2539,H2MI10150,"JAMES, JOHN",MI,10,REPUBLICAN PARTY,House,Incumbent,C,J000307,John James (Michigan),456907.0,Republican,john  james,https://ballotpedia.org/John_James_(Michigan),johnjamesmi,861246117689925633,,,
2541,H2MD48015,"JAMESON, LIAM MR",MD,48,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,,,,Other,liam  jameson,,,,,,
2542,H2MD05577,"JARBOE DULEY, TONI",MD,5,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,toni  duley,,,,,,
2543,H2TX08117,"JARCHOW, RYAN",TX,8,REPUBLICAN PARTY,House,Open seat,N,,,,Republican,ryan  jarchow,,,,,,
2544,H2DE18017,"JAY, AARON MR",DE,0,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,,,,Other,aaron  jay,,,,,,
2546,H6WA07458,"JAYAPAL, PRAMILA",WA,7,DEMOCRATIC PARTY,House,Incumbent,C,J000298,Pramila Jayapal,412730.0,Democrat,pramila  jayapal,https://ballotpedia.org/Pramila_Jayapal,pramilajayapal,193441812,,,
2547,H6WA07458,"JAYAPAL, PRAMILA",WA,7,DEMOCRATIC PARTY,House,Incumbent,C,J000298,Pramila Jayapal,412730.0,Democrat,pramila  jayapal,https://ballotpedia.org/Pramila_Jayapal,repjayapal,815733290955112448,,,
2548,H2MI08154,"JAYE, BRIAN STEVEN",MI,10,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,brian  jaye,,,,,,
2549,H2CA06309,"JEDEIKIN, MATHEW RAY",CA,6,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,mathew  jedeikin,,,,,,
2551,H2TX30194,"JEFFERSOM, KINYA",TX,30,REPUBLICAN PARTY,House,Open seat,N,,,,Republican,kinya  jeffersom,https://ballotpedia.org/Dakinya_Jefferson,for_kinya,1480368935379820545,,,
2552,H2TX01146,"JEFFERSON, JRMAR",TX,1,DEMOCRATIC PARTY,House,Open seat,P,,,,Democrat,mar  jefferson,https://ballotpedia.org/Jrmar_Jefferson,jrmarjefferson,2345033748,,,
2554,H2NY10092,"JEFFRIES, HAKEEM",NY,8,DEMOCRATIC PARTY,House,Incumbent,C,J000294,Hakeem Jeffries,412561.0,Democrat,hakeem  jeffries,https://ballotpedia.org/Hakeem_Jeffries,repjeffries,467823431,,,
2555,H2NY10092,"JEFFRIES, HAKEEM",NY,8,DEMOCRATIC PARTY,House,Incumbent,C,J000294,Hakeem Jeffries,412561.0,Democrat,hakeem  jeffries,https://ballotpedia.org/Hakeem_Jeffries,hakeemjeffries,479017220,,,
2556,H2WA03159,"JENKINS, CHRIS",WA,3,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,chris  jenkins,,,,,,
2558,H2MD06260,"JENKINS, JONATHAN JENKINS",MD,6,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,jonathan  jenkins,https://ballotpedia.org/Jonathan_Jenkins_(Maryland),jenkinscongress,1366411536818962432,,,
2559,H2NJ04215,"JENKINS, MATTHEW",NJ,4,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,matthew  jenkins,https://ballotpedia.org/Matthew_Jenkins,,,,,
2560,H2CA36462,"JENKINS, STORM",CA,36,REPUBLICAN PARTY,House,Challenger,C,,,,Republican,storm  jenkins,,,,,,
2562,H0WA08103,"JENSEN, JESSE",WA,8,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,jesse  jensen,https://ballotpedia.org/Jesse_Jensen,jessejensenwa,1178677134690324487,,,
2563,H2WY01073,"JENSEN, MEGHAN",WY,0,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,meghan  jensen,https://ballotpedia.org/Meghan_Jensen,meghanrjensen,1048240172037337088,,,
2565,H2KY42014,"JESSE, LUKE MR",KY,42,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,,,,Other,luke  jesse,,,,,,
2567,H2CA36488,"JESUELE, MATTHEW VINCENT",CA,36,INDEPENDENT,House,Challenger,N,,,,Other,matthew  jesuele,https://ballotpedia.org/Matthew_Jesuele,mvjfyi,1380669362382663684,,,
2568,H2CA36488,"JESUELE, MATTHEW VINCENT",CA,36,INDEPENDENT,House,Challenger,N,,,,Other,matthew  jesuele,https://ballotpedia.org/Matthew_Jesuele,iamjustavisitor,1538104743779635201,No tweets found.,,
2569,H2MT01110,"JETTE, MATTHEW DR.",MT,1,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,matthew  jette,https://ballotpedia.org/Matt_Jette,jette2022,1453486661556264963,,,
2571,H2NY14177,"JIN, JAE EUN CHOI",NY,14,UNKNOWN,House,Challenger,N,,,,Other,jae  jin,,,,,,
2572,H2OK02224,"JOHN, BENNETT",OK,2,REPUBLICAN PARTY,House,Open seat,C,,,,Republican,bennett  john,,,,,,
2573,H2TX31168,"JOHNS, DERRICK",TX,31,REPUBLICAN PARTY,House,Challenger,C,,,,Republican,derrick  johns,,,,,,
2574,H2MI06133,"JOHNSEN, GINA",MI,6,REPUBLICAN PARTY,House,Open seat,N,,,,Republican,gina  johnsen,,,,,,
2576,H2MS04233,"JOHNSON, ALDEN PATRICK MR.",MS,4,LIBERTARIAN PARTY,House,Challenger,N,,,,Other,alden  johnson,https://ballotpedia.org/Alden_Johnson,alden4congress,1437944981210161154,,,
2577,H2GA02163,"JOHNSON, ARTHUR WAYNE",GA,2,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,arthur  johnson,https://ballotpedia.org/A._Wayne_Johnson,,,,,
2578,H2MI03163,"JOHNSON, AUDRA",MI,3,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,audra  johnson,,,,,,
2579,H0OH06189,"JOHNSON, BILL",OH,6,REPUBLICAN PARTY,House,Incumbent,C,J000292,Bill Johnson (Ohio),412460.0,Republican,bill  johnson,https://ballotpedia.org/Bill_Johnson_(Ohio),johnsonleads,81207735,,,
2580,H0OH06189,"JOHNSON, BILL",OH,6,REPUBLICAN PARTY,House,Incumbent,C,J000292,Bill Johnson (Ohio),412460.0,Republican,bill  johnson,https://ballotpedia.org/Bill_Johnson_(Ohio),repbilljohnson,211530910,,,
2582,H2OK02240,"JOHNSON, CLINT MR",OK,2,REPUBLICAN PARTY,House,Open seat,N,,,,Republican,clint  johnson,https://ballotpedia.org/Clint_Johnson,clintjok,1502110043419914243,,,
2583,H2CA08222,"JOHNSON, DEMNLUS III",CA,8,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,demnlus  johnson,https://ballotpedia.org/Demnlus_Johnson,,,,,
2585,H8SD01055,"JOHNSON, DUSTY",SD,0,REPUBLICAN PARTY,House,Incumbent,C,J000301,Dusty Johnson,412816.0,Republican,dusty  johnson,https://ballotpedia.org/Dusty_Johnson,dustyjohnson,140529899,,,
2586,H8SD01055,"JOHNSON, DUSTY",SD,0,REPUBLICAN PARTY,House,Incumbent,C,J000301,Dusty Johnson,412816.0,Republican,dusty  johnson,https://ballotpedia.org/Dusty_Johnson,repdustyjohnson,1074782372594413569,,,
2588,H2TX00015,"JOHNSON, EDDIE BERNICE",TX,30,DEMOCRATIC PARTY,House,Incumbent,P,J000126,Eddie Bernice Johnson,400204.0,Democrat,eddie  johnson,,repebj,168502762,,,
2589,H0GA12059,"JOHNSON, ELIZABETH",GA,12,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,elizabeth  johnson,,,,,,
2590,H6GA04129,"JOHNSON, HENRY C. 'HANK'",GA,4,DEMOCRATIC PARTY,House,Incumbent,C,J000288,"Henry C. Johnson, Jr.",412199.0,Democrat,henry  johnson,https://ballotpedia.org/Hank_Johnson,rephankjohnson,24745957,,,
2591,H6GA04129,"JOHNSON, HENRY C. 'HANK'",GA,4,DEMOCRATIC PARTY,House,Incumbent,C,J000288,"Henry C. Johnson, Jr.",412199.0,Democrat,henry  johnson,https://ballotpedia.org/Hank_Johnson,reelecthank,97583689,,,
2593,H6LA04138,"JOHNSON, JAMES MICHAEL",LA,4,REPUBLICAN PARTY,House,Incumbent,C,J000299,Mike Johnson (Louisiana),412706.0,Republican,james  johnson,https://ballotpedia.org/Mike_Johnson_(Louisiana),mikejohnson,4849654052,,,
2594,H6LA04138,"JOHNSON, JAMES MICHAEL",LA,4,REPUBLICAN PARTY,House,Incumbent,C,J000299,Mike Johnson (Louisiana),412706.0,Republican,james  johnson,https://ballotpedia.org/Mike_Johnson_(Louisiana),repmikejohnson,827279765287559171,,,
2596,H2WA02219,"JOHNSON, LEIF D",WA,2,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,leif  johnson,https://ballotpedia.org/Leif_Johnson,leif4congress,1456752165028909057,,,
2597,H2AZ09126,"JOHNSON, ORLANDO C JR",AZ,9,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,orlando  johnson,,,,,,
2599,H2NY08161,"JOHNSON, QUEEN",NY,8,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,queen  johnson,https://ballotpedia.org/Queen_Johnson,queenjohnson_,,No tweets found.,Name not found.,
2600,H2MI02165,"JOHNSON, RAY",MI,2,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,ray  johnson,,,,,,
2601,H2IN07153,"JOHNSON, RUSSELL (RUSTY) SCOTT MR.",IN,7,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,russell  johnson,https://ballotpedia.org/Rusty_Johnson_(Indiana),,,,,
2602,H2MO04165,"JOHNSON, RYAN",MO,4,REPUBLICAN PARTY,House,Open seat,C,,,,Republican,ryan  johnson,,,,,,
2603,H2MS02195,"JOHNSON, STANFORD",MS,2,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,stanford  johnson,https://ballotpedia.org/Stanford_Johnson,,,,,
2605,H2MN07113,"JOHNSON, TRAVIS E",MN,7,LIBERTARIAN PARTY,House,Challenger,P,,,,Other,travis  johnson,https://ballotpedia.org/Travis_Johnson_(Minnesota),travisbulljohn1,1352263628771225601,,,
2606,H8GA10197,"JOHNSON-GREEN, TABITHA",GA,10,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,tabitha  johnsongreen,https://ballotpedia.org/Tabitha_Johnson-Green,tabitha57363624,,No tweets found.,Name not found.,
2608,H2AL03123,"JOINER, MICHAEL T",AL,3,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,michael  joiner,https://ballotpedia.org/Michael_Joiner,,,,,
2609,H2CO05174,"JONES, ALAX",CO,5,UNAFFILIATED,House,Challenger,N,,,,Other,alax  jones,,,,,,
2611,H2MO01179,"JONES, ANDREW M JR",MO,1,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,andrew  jones,https://ballotpedia.org/Andrew_Jones_Jr._(Missouri),ajones4congress,1450575610280128515,,,
2612,H2FL01241,"JONES, BRYAN CHRISTOPHER",FL,1,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,bryan  jones,,,,,,
2613,H2TX37041,"JONES, CHRISTOPHER MICHAEL",TX,37,DEMOCRATIC PARTY,House,Open seat,C,,,,Democrat,christopher  jones,https://ballotpedia.org/Christopher_Jones_(Texas),chrisjones_tx37,,No tweets found.,Name not found.,
2615,H2TN04324,"JONES, DAVID LEIGHTON",TN,4,INDEPENDENT,House,Challenger,N,,,,Other,david  jones,,,,,,
2616,H2OH13215,"JONES, ERIC SCOTT",OH,13,DEMOCRATIC PARTY,House,Open seat,N,,,,Democrat,eric  jones,,,,,,
2617,H2VA01124,"JONES, HERBERT CARROLL JR",VA,1,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,herbert  jones,https://ballotpedia.org/Herb_Jones_(Virginia),herb4virginia,1032563522515939328,,,
2619,H2IL01356,"JONES, J DARNELL J.D.",IL,1,DEMOCRATIC PARTY,House,Open seat,N,,,,Democrat,j  jones,,,,,,
2620,H2CA04163,"JONES, JIMIH L",CA,4,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,jimih  jones,https://ballotpedia.org/Jimih_Jones,,,,,
2622,H2CA04122,"JONES, KERMIT",CA,3,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,kermit  jones,https://ballotpedia.org/Kermit_Jones,drkermitjones,2909879002,,,
2623,H0FL20112,"JONES, LATERESA ANN",FL,10,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,lateresa  jones,https://ballotpedia.org/Lateresa_Jones,,,,,
2625,H0TX08145,"JONES, LAURA",TX,8,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,laura  jones,https://ballotpedia.org/Laura_Jones_(Texas),congresslaura,1176185298344120321,,,
2627,H0NY17174,"JONES, MONDAIRE",NY,10,DEMOCRATIC PARTY,House,Incumbent,P,J000306,Mondaire Jones,456840.0,Democrat,mondaire  jones,https://ballotpedia.org/Mondaire_Jones,mondairejones,872143958847045632,,,
2628,H0CA38140,"JONES, PAUL IRVING REVEREND",CA,38,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,paul  jones,,,,,,
2630,H2FL01233,"JONES, REBEKAH",FL,1,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,rebekah  jones,https://ballotpedia.org/Rebekah_Jones,georebekah,2579571584,,,
2631,H2UT01300,"JONES, RICK",UT,1,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,rick  jones,https://ballotpedia.org/Rick_Jones_(Utah),,,,,
2632,H2CA03140,"JONES, SCOTT R",CA,3,REPUBLICAN PARTY,House,Challenger,C,,,,Republican,scott  jones,,,,,,
2633,H2AZ04234,"JONES, STEPHAN ""STEVE""",AZ,4,WRITE-IN,House,Challenger,N,,,,Other,stephan  jones,,,,,,
2635,H2GA10281,"JONES, VERNON",GA,10,REPUBLICAN PARTY,House,Open seat,P,,,,Republican,vernon  jones,https://ballotpedia.org/Vernon_Jones,repvernonjones,,No tweets found.,Name not found.,
2636,H2CA27248,"JORDAN, ALI",CA,27,NONE,House,Challenger,N,,,,Other,ali  jordan,,,,,,
2637,H2NH59013,"JORDAN, BRENT MR",NH,59,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,,,,Other,brent  jordan,,,,,,
2638,H6OH04082,"JORDAN, JAMES D.",OH,4,REPUBLICAN PARTY,House,Incumbent,C,J000289,Jim Jordan,412226.0,Republican,james  jordan,https://ballotpedia.org/Jim_Jordan_(Ohio),jim_jordan,18166778,,,
2639,H2TX22183,"JORDAN, JAMIE KAYE MS.",TX,22,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,jamie  jordan,https://ballotpedia.org/Jamie_Jordan,,,,,
2640,H2VA08160,"JORDAN, JEFF",VA,8,REPUBLICAN PARTY,House,Challenger,C,,,,Republican,jeff  jordan,https://ballotpedia.org/Jeff_Jordan_(Virginia),jeffjordan2022,1225486934266478595,,,
2642,H2MO01211,"JORDAN, STEVEN ALEXANDEER",MO,1,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,steven  jordan,https://ballotpedia.org/Steven_Jordan,,,,,
2643,H2NC12278,"JOSEPH, NALINI",NC,12,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,nalini  joseph,https://ballotpedia.org/Nalini_Joseph,fornalini,1506957994029985793,,,
2645,H2NY00069,"JOSEPH, VLADIMY MR.",NY,0,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,vladimy  joseph,,,,,,
2646,H2NY12171,"JOSEPH, VLADIMY REV.",NY,12,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,vladimy  joseph,,,,,,
2647,H2OH15269,"JOSEPHSON, GARY",OH,15,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,gary  josephson,https://ballotpedia.org/Gary_Josephson,josephson4rep,48591443,,,
2650,H2OH15277,"JOSEPHSON, GARY",OH,15,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,gary  josephson,https://ballotpedia.org/Gary_Josephson,josephson4rep,48591443,,,
2652,H2NV02585,"JOSHI, RAHUL A",NV,2,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,rahul  joshi,https://ballotpedia.org/Rahul_Joshi,joshifornv2,,No tweets found.,Name not found.,
2653,H0NY20111,"JOY, ELIZABETH L",NY,20,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,elizabeth  joy,https://ballotpedia.org/Elizabeth_Joy,lizlemeryjoy,19167833,,,
2655,H2OH14064,"JOYCE, DAVID P.",OH,14,REPUBLICAN PARTY,House,Incumbent,C,J000295,David Joyce,412566.0,Republican,david  joyce,https://ballotpedia.org/David_Joyce,repdavejoyce,976969338,,,
2656,H2OH14064,"JOYCE, DAVID P.",OH,14,REPUBLICAN PARTY,House,Incumbent,C,J000295,David Joyce,412566.0,Republican,david  joyce,https://ballotpedia.org/David_Joyce,davejoyceoh14,727242919,,,
2657,H8PA13125,"JOYCE, JOHN",PA,13,REPUBLICAN PARTY,House,Incumbent,C,J000302,John Joyce (Pennsylvania),412812.0,Republican,john  joyce,https://ballotpedia.org/John_Joyce_(Pennsylvania),repjohnjoyce,1082311988926124036,,,
2658,H8PA13125,"JOYCE, JOHN",PA,13,REPUBLICAN PARTY,House,Incumbent,C,J000302,John Joyce (Pennsylvania),412812.0,Republican,john  joyce,https://ballotpedia.org/John_Joyce_(Pennsylvania),johnjoyceforpa,969328139485802496,,,
2660,H2ME02204,"JOYCE, SEAN MICHAEL",ME,2,INDEPENDENT,House,Challenger,N,,,,Other,sean  joyce,,,,,,
2661,H2TX15211,"JUAREZ, ANGELA",TX,15,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,angela  juarez,https://ballotpedia.org/Angela_Juarez,,,,,
2662,H2FL14277,"JUDGE, JAMES",FL,14,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,james  judge,https://ballotpedia.org/James_Judge,jamespjudge,358276033,,,
2664,H2NY23178,"JULIANO, RAYMOND JR",NY,23,REPUBLICAN PARTY,House,Open seat,N,,,,Republican,raymond  juliano,,,,,,
2665,H0MI08141,"JUNGE, PAUL",MI,8,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,paul  junge,https://ballotpedia.org/Paul_Junge,votepauljunge,1194792199004868610,,,
2667,H0MI08141,"JUNGE, PAUL",MI,8,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,paul  junge,https://ballotpedia.org/Paul_Junge,paul379junge,2407180890,No tweets found.,,
2668,H8NJ01226,"KABIR, MOHAMMAD S",NJ,1,OTHER,House,Challenger,N,,,,Other,mohammad  kabir,,,,,,
2669,H0HI02155,"KAHELE, KAIALI'I",HI,2,DEMOCRATIC PARTY,House,Incumbent,P,K000396,,456815.0,Democrat,kaialii  kahele,,,,,,
2670,H2MN04144,"KAIL, EVAN BERMAN MR",MN,4,DEMOCRATIC-FARMER-LABOR,House,Challenger,N,,,,Other,evan  kail,,,,,,
2672,H2NY03170,"KAIMAN, JON",NY,3,DEMOCRATIC PARTY,House,Open seat,P,,,,Democrat,jon  kaiman,https://ballotpedia.org/Jon_Kaiman,kaiman4congress,,No tweets found.,Name not found.,
2673,H2TX08257,"KAISER, ADRIAN MR",TX,38,REPUBLICAN PARTY,House,Open seat,N,,,,Republican,adrian  kaiser,,,,,,
2674,H8AR03090,"KALAGIAS, MICHAEL J",AR,3,LIBERTARIAN PARTY,House,Challenger,N,,,,Other,michael  kalagias,https://ballotpedia.org/Michael_Kalagias,kalagiasforus,2393019260,,,
2676,H2MN01330,"KALBERER, GEORGE H",MN,1,DEMOCRATIC-FARMER-LABOR,House,Challenger,N,,,,Other,george  kalberer,,,,,,
2678,H2FL17106,"KALE, ANDREA DORIA",FL,17,DEMOCRATIC PARTY,House,Challenger,P,,,,Democrat,andrea  kale,https://ballotpedia.org/Andrea_Doria_Kale,andreadoriakale,28632164,,,
2679,H2OR04103,"KALLOCH, ANDREW",OR,4,DEMOCRATIC PARTY,House,Open seat,C,,,,Democrat,andrew  kalloch,https://ballotpedia.org/Andrew_Kalloch,andrewkalloch,323959552,,,
2681,H2MI11224,"KALLUR, SUMUKH",MI,11,REPUBLICAN PARTY,House,Challenger,N,,,,Republican,sumukh  kallur,,,,,,
2682,H2CA37304,"KAMLAGER, SYDNEY",CA,37,DEMOCRATIC PARTY,House,Incumbent,C,K000400,Sydney Kamlager-Dove,456884.0,Democrat,sydney  kamlager,https://ballotpedia.org/Sydney_Kamlager-Dove,sydneykamlager,993539467817373696,,,
2684,H2CA12232,"KAPLAN, GLENN",CA,12,NO PARTY AFFILIATION,House,Challenger,N,,,,Other,glenn  kaplan,https://ballotpedia.org/Glenn_Kaplan,glenn4congress,1493455278276157442,,,
2686,H2OH09031,"KAPTUR, MARCY HON. M.C.",OH,9,DEMOCRATIC PARTY,House,Incumbent,C,K000009,Marcy Kaptur,400211.0,Democrat,marcy  kaptur,https://ballotpedia.org/Marcy_Kaptur,marcy_kaptur,480872337,,,
2687,H2OH09031,"KAPTUR, MARCY HON. M.C.",OH,9,DEMOCRATIC PARTY,House,Incumbent,C,K000009,Marcy Kaptur,400211.0,Democrat,marcy  kaptur,https://ballotpedia.org/Marcy_Kaptur,repmarcykaptur,581141508,,,
2689,H2MO03159,"KARLEN, JONATHAN",MO,3,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,jonathan  karlen,https://ballotpedia.org/Jon_Karlen,karlen4mo,1450163647435747328,,,
2690,H2SC02166,"KARR, GREGORY BLANE",SC,2,DEMOCRATIC PARTY,House,Challenger,C,,,,Democrat,gregory  karr,,,,,,
2692,H2IL06132,"KASPAR, SCOTT RICHARD",IL,6,REPUBLICAN PARTY,House,Challenger,P,,,,Republican,scott  kaspar,https://ballotpedia.org/Scott_Kaspar,kaspar4congress,1476014538336186373,,,
2693,H4NY24073,"KATKO, JOHN M",NY,24,REPUBLICAN PARTY,House,Open seat,P,K000386,John Katko,412649.0,Republican,john  katko,,repjohnkatko,2966765501,,,
2695,H2CA17116,"KATZ, SARAH",CA,17,DEMOCRATIC PARTY,House,Challenger,N,,,,Democrat,sarah  katz,,,,,,
2696,H2WI05267,"KATZENMEYER, JESSICA",WI,5,DEMOCRATIC PARTY,House,Challenger,C,,,,Democrat,jessica  katzenmeyer,,,,,,
2697,H2NY03147,"KAUR, NAVJOT PAL",NY,3,DEMOCRATIC PARTY,House,Open seat,N,,,,Democrat,navjot  kaur,,,,,,
2699,H0NJ07261,"KEAN, THOMAS H. JR.",NJ,7,REPUBLICAN PARTY,House,Incumbent,C,K000398,Thomas Kean Jr.,456917.0,Republican,thomas  kean,https://ballotpedia.org/Thomas_Kean_Jr.,keanforcongress,1093918214181060609,,,
2700,H0NJ07261,"KEAN, THOMAS H. JR.",NJ,7,REPUBLICAN PARTY,House,Incumbent,C,K000398,Thomas Kean Jr.,456917.0,Republican,thomas  kean,https://ballotpedia.org/Thomas_Kean_Jr.,congressmankean,1607422757670641665,,,
2701,H6LA01225,"KEARNEY, HOWARD",LA,1,LIBERTARIAN PARTY,House,Challenger,N,,,,Other,howard  kearney,,,,,,
2702,H0MA10082,"KEATING, WILLIAM R",MA,9,DEMOCRATIC PARTY,House,Incumbent,C,K000375,Bill Keating,412435.0,Democrat,william  keating,https://ballotpedia.org/Bill_Keating,williamkeating,95546148,,,
2703,H0MA10082,"KEATING, WILLIAM R",MA,9,DEMOCRATIC PARTY,House,Incumbent,C,K000375,Bill Keating,412435.0,Democrat,william  keating,https://ballotpedia.org/Bill_Keating,usrepkeating,232992031,,,
2704,H2VA07162,"KEENEY, TAYLOR",VA,7,REPUBLICAN PARTY,House,Challenger,C,,,,Republican,taylor  keeney,,,,,,
