,fec_id,name,state,district,party,office,incumbent_challenge,candidate_status,party_simple,key,ballotpedia,bioguide_id,twitter_name,twitter_id,twitter_status_tweet,twitter_status_name,twitter_status_id
3445,H2NJ07192,"MEHTA, RIK",NJ,6,REPUBLICAN PARTY,House,Challenger,P,Republican,rik  mehta,https://ballotpedia.org/Rik_Mehta,,RikMehta_NJ,2274831608,,,
3447,H0MI03308,"MEIJER, PETER MR.",MI,3,REPUBLICAN PARTY,House,Incumbent,P,Republican,peter  meijer,https://ballotpedia.org/Peter_Meijer,M001186,VoteMeijer,1134953735980036096,,,
3448,H0MI03308,"MEIJER, PETER MR.",MI,3,REPUBLICAN PARTY,House,Incumbent,P,Republican,peter  meijer,https://ballotpedia.org/Peter_Meijer,M001186,RepMeijer,1334164871420796928,,,
3449,H0MI03308,"MEIJER, PETER MR.",MI,3,REPUBLICAN PARTY,House,Incumbent,P,Republican,peter  meijer,https://ballotpedia.org/Peter_Meijer,M001186,pjfm,20393417,,,
3451,H2AK00309,"MELANDER, MIKEL E.",AK,0,REPUBLICAN PARTY,House,Open seat,N,Republican,mikel  melander,https://ballotpedia.org/Mikel_Melander,,,,,,
3452,H2NJ06210,"MELE, GREGG",NJ,6,REPUBLICAN PARTY,House,Challenger,N,Republican,gregg  mele,,,,,,,
3453,H2TX15179,"MELENDEZ, IVAN DR.",TX,15,DEMOCRATIC PARTY,House,Challenger,C,Democrat,ivan  melendez,,,,,,,
3454,H2CA41140,"MELENDEZ, MELISSA",CA,41,REPUBLICAN PARTY,House,Challenger,N,Republican,melissa  melendez,,,,,,,
3455,H2TX27307,"MELGOZA, VICTOR",TX,27,DEMOCRATIC PARTY,House,Challenger,N,Democrat,victor  melgoza,https://ballotpedia.org/Victor_Melgoza,,,,,,
3456,H2PA17137,"MELOY, SEAN",PA,17,DEMOCRATIC PARTY,House,Open seat,C,Democrat,sean  meloy,https://ballotpedia.org/Sean_Meloy,,MeloySM,1264590672,,,
3459,H2IA04141,"MELTON, RYAN MICHAEL APPLETON",IA,4,DEMOCRATIC PARTY,House,Challenger,P,Democrat,ryan  melton,https://ballotpedia.org/Ryan_Melton,,melton4iowa,1484667757828452352,,,
3460,H2IL07130,"MENDENHALL, DENARVIS C",IL,7,DEMOCRATIC PARTY,House,Challenger,N,Democrat,denarvis  mendenhall,https://ballotpedia.org/Denarvis_Mendenhall,,,,,,
3461,H2CA37338,"MENDOZA, SANDRA",CA,37,DEMOCRATIC PARTY,House,Open seat,P,Democrat,sandra  mendoza,https://ballotpedia.org/Sandra_Mendoza,,,,,,
3462,H2NJ08232,"MENENDEZ, ROBERT J.",NJ,8,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,robert  menendez,https://ballotpedia.org/Rob_Menendez_(New_Jersey),M001226,robmenendez4nj,1491892268466413568,No tweets found.,,
3464,H2NJ08232,"MENENDEZ, ROBERT J.",NJ,8,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,robert  menendez,https://ballotpedia.org/Rob_Menendez_(New_Jersey),M001226,RobMenendez4NJ,1491892268466413568,,,
3465,H2NY06116,"MENG, GRACE",NY,6,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,grace  meng,https://ballotpedia.org/Grace_Meng,M001188,RepGraceMeng,1051127714,,,
3466,H2NY06116,"MENG, GRACE",NY,6,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,grace  meng,https://ballotpedia.org/Grace_Meng,M001188,Grace4NY,571214272,,,
3467,H6NH02220,"MERCER, JAY",NH,2,REPUBLICAN PARTY,House,Challenger,N,Republican,jay  mercer,https://ballotpedia.org/Jay_Mercer,,,,,,
3469,H0FL01146,"MERK, GREGORY CHARLES CHARLES",FL,1,REPUBLICAN PARTY,House,Challenger,P,Republican,gregory  merk,https://ballotpedia.org/Greg_Merk,,MerkGregory,1528330050,,,
3470,H0CT04211,"MERLEN, BRIAN",CT,4,INDEPENDENT,House,Challenger,N,Other,brian  merlen,,,,,,,
3471,H2AK01208,"METTLER, SHERRY",AK,0,NONE,House,Open seat,C,Other,sherry  mettler,https://ballotpedia.org/Sherry_Mettler,,,,,,
3473,H2AZ06270,"METZENDORF, ADAM",AZ,1,DEMOCRATIC PARTY,House,Challenger,P,Democrat,adam  metzendorf,https://ballotpedia.org/Adam_Metzendorf,,metz4congress,415013427,,,
3474,H2CA30333,"MEURER, WILLIAM",CA,30,GREEN PARTY,House,Challenger,C,Other,william  meurer,https://ballotpedia.org/William_Meurer,,,,,,
3475,H8PA10147,"MEUSER, DANIEL",PA,9,REPUBLICAN PARTY,House,Incumbent,C,Republican,daniel  meuser,https://ballotpedia.org/Dan_Meuser,M001204,RepMeuser,1080574793630527505,,,
3476,H8PA10147,"MEUSER, DANIEL",PA,9,REPUBLICAN PARTY,House,Incumbent,C,Republican,daniel  meuser,https://ballotpedia.org/Dan_Meuser,M001204,Meuser4Congress,903354645623566340,,,
3478,H2TN04308,"MEYER, LAWRENCE DOUG",TN,4,REPUBLICAN PARTY,House,Challenger,N,Republican,lawrence  meyer,,,,,,,
3479,H2TN04282,"MEYER, LAWRENCE N. D.",TN,4,REPUBLICAN PARTY,House,Challenger,N,Republican,lawrence  meyer,,,,,,,
3480,H2VT01118,"MEYERS, LOUIS B",VT,0,DEMOCRATIC PARTY,House,Open seat,C,Democrat,louis  meyers,https://ballotpedia.org/Louis_Meyers,,,,,,
3481,H2TX34204,"MEZA, FILEMON",TX,34,DEMOCRATIC PARTY,House,Challenger,N,Democrat,filemon  meza,https://ballotpedia.org/Filemon_Meza,,,,,,
3482,H6MD07020,"MFUME, KWEISI",MD,7,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,kweisi  mfume,https://ballotpedia.org/Kweisi_Mfume,,Mfume4Congress,1191327658124165123,,,
3483,H6MD07020,"MFUME, KWEISI",MD,7,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,kweisi  mfume,https://ballotpedia.org/Kweisi_Mfume,,RepKweisiMfume,1276209702322438148,,,
3485,H2MS03151,"MICHAEL, CASSIDY",MS,3,REPUBLICAN PARTY,House,Challenger,P,Republican,cassidy  michael,,,,,,,
3486,H2NH29016,"MICHAEL, GIDEON MR",NH,29,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,gideon  michael,,,,,,,
3488,H2VA10257,"MICHON, BRANDON",VA,10,REPUBLICAN PARTY,House,Challenger,C,Republican,brandon  michon,https://ballotpedia.org/Brandon_Michon,,BrandonMichon,1256246389123751941,,,
3489,H2NC03111,"MIDGETTE, YUSHONDA",NC,7,DEMOCRATIC PARTY,House,Challenger,N,Democrat,yushonda  midgette,https://ballotpedia.org/Yushonda_Midgette,,,,,,
3490,H2CA26166,"MIKHAIL, FADDE",CA,26,REPUBLICAN PARTY,House,Challenger,P,Republican,fadde  mikhail,https://ballotpedia.org/Fadde_Mikhail,,FADDE,39442606,No tweets found.,,
3492,H2WI07081,"MIKKELSON, AUDUN",WI,7,REPUBLICAN PARTY,House,Challenger,N,Republican,audun  mikkelson,,,,,,,
3493,H8MD06143,"MILLER, ARUNA",MD,6,DEMOCRATIC PARTY,House,Challenger,P,Democrat,aruna  miller,,,,,,,
3494,H2MI08204,"MILLER, CANDICE MS.",MI,8,REPUBLICAN PARTY,House,Challenger,N,Republican,candice  miller,,,,,,,
3495,H8WV03097,"MILLER, CAROL DEVINE",WV,1,REPUBLICAN PARTY,House,Incumbent,C,Republican,carol  miller,https://ballotpedia.org/Carol_Miller_(West_Virginia),M001205,CarolMillerWV,841994444,,,
3496,H8WV03097,"MILLER, CAROL DEVINE",WV,1,REPUBLICAN PARTY,House,Incumbent,C,Republican,carol  miller,https://ballotpedia.org/Carol_Miller_(West_Virginia),M001205,RepCarolMiller,1081318716573470720,,,
3498,H2IL11157,"MILLER, CASSANDRA TANNER",IL,11,REPUBLICAN PARTY,House,Challenger,P,Republican,cassandra  miller,https://ballotpedia.org/Cassandra_Tanner_Miller,,Cassandra_IL11,1486462957919875083,,,
3500,H0FL20146,"MILLER, ERVAN KATARI",FL,20,REPUBLICAN PARTY,House,Open seat,N,Republican,ervan  miller,,,,,,,
3501,H2FL26099,"MILLER, KARL KW MR.",FL,28,REPUBLICAN PARTY,House,Challenger,N,Republican,karl  miller,https://ballotpedia.org/K.W._Miller,,,,,,
3502,H2NY05134,"MILLER, MARILYN",NY,5,REPUBLICAN PARTY,House,Challenger,N,Republican,marilyn  miller,,,,,,,
3503,H0IL15129,"MILLER, MARY",IL,15,REPUBLICAN PARTY,House,Incumbent,C,Republican,mary  miller,https://ballotpedia.org/Mary_Miller_(Illinois),M001211,Miller_Congress,1180124969621168128,,,
3505,H0IL15129,"MILLER, MARY",IL,15,REPUBLICAN PARTY,House,Incumbent,C,Republican,mary  miller,https://ballotpedia.org/Mary_Miller_(Illinois),M001211,RepMaryMiller,1343656635907125250,,,
3506,H2OH16051,"MILLER, MAX",OH,7,REPUBLICAN PARTY,House,Incumbent,N,Republican,max  miller,https://ballotpedia.org/Max_Miller,M001222,RepMaxMiller,1610383926446489600,,,
3508,H2OH16051,"MILLER, MAX",OH,7,REPUBLICAN PARTY,House,Incumbent,N,Republican,max  miller,https://ballotpedia.org/Max_Miller,M001222,MaxMillerOH,1148299267481563138,,,
3509,H2TX37033,"MILLER, SARAH",TX,29,REPUBLICAN PARTY,House,Challenger,N,Republican,sarah  miller,,,,,,,
3510,H2NC07104,"MILLER, STEPHEN",NC,7,DEMOCRATIC PARTY,House,Challenger,C,Democrat,stephen  miller,https://ballotpedia.org/Steve_Miller_(North_Carolina_congressional_candidate),,stevemillernc,1363948304845971459,No tweets found.,,
3512,H2TX25327,"MILLER, TRISTAN MILLER MR.",TX,25,UNAFFILIATED,House,Challenger,N,Other,tristan  miller,,,,,,,
3513,H8IA02043,"MILLER-MEEKS, MARIANNETTE JANE",IA,1,REPUBLICAN PARTY,House,Incumbent,C,Republican,mariannette  millermeeks,https://ballotpedia.org/Mariannette_Miller-Meeks,M001215,RepMMM,1345807954604412929,,,
3515,H8IA02043,"MILLER-MEEKS, MARIANNETTE JANE",IA,1,REPUBLICAN PARTY,House,Incumbent,C,Republican,mariannette  millermeeks,https://ballotpedia.org/Mariannette_Miller-Meeks,M001215,millermeeks,18131106,,,
3516,H2AK01034,"MILLIGAN, MIKE",AK,0,DEMOCRATIC PARTY,House,Open seat,N,Democrat,mike  milligan,https://ballotpedia.org/Mike_Milligan,,,,,,
3517,H2IN09225,"MILLIS, TONYA LYNN",IN,9,LIBERTARIAN PARTY,House,Open seat,C,Other,tonya  millis,https://ballotpedia.org/Tonya_Millis,,,,,,
3518,H2NY18111,"MILLS, AISHA",NY,18,DEMOCRATIC PARTY,House,Challenger,P,Democrat,aisha  mills,https://ballotpedia.org/Aisha_Mills,,AishaforNy18,,No tweets found.,Name not found.,
3520,H2FL07156,"MILLS, CORY",FL,7,REPUBLICAN PARTY,House,Incumbent,C,Republican,cory  mills,https://ballotpedia.org/Cory_Mills,M001216,CoryMillsFL,1216076954375421952,,,
3521,H2FL07156,"MILLS, CORY",FL,7,REPUBLICAN PARTY,House,Incumbent,C,Republican,cory  mills,https://ballotpedia.org/Cory_Mills,M001216,MillsForFlorida,1388270127959973902,,,
3522,H6FL01143,"MILLS, RALPH JOHN III",FL,1,REPUBLICAN PARTY,House,Challenger,N,Republican,ralph  mills,,,,,,,
3523,H2TX34139,"MILLS, RONALD D",TX,34,REPUBLICAN PARTY,House,Challenger,P,Republican,ronald  mills,,,,,,,
3524,H2FL25091,"MILLWEE, ROBERT",FL,25,DEMOCRATIC PARTY,House,Challenger,P,Democrat,robert  millwee,https://ballotpedia.org/Robert_Millwee,,MillweeRobert,1541514887628824576,,,
3526,H2IN01198,"MILO, BLAIR",IN,1,REPUBLICAN PARTY,House,Challenger,C,Republican,blair  milo,https://ballotpedia.org/Blair_Milo,,BlairMiloLP,145862694,,,
3528,H0CO03173,"MILTON, CHRISTOPHER",CO,6,OTHER,House,Challenger,N,Other,christopher  milton,,,,,,,
3529,H2CO05208,"MIMIAGA, BRANDON KYLE",CO,5,REPUBLICAN PARTY,House,Challenger,N,Republican,brandon  mimiaga,,,,,,,
3530,H2CA39177,"MINNELLA, JOHN LORDSAL",CA,39,REPUBLICAN PARTY,House,Challenger,P,Republican,john  minnella,https://ballotpedia.org/John_Minnella,,,,,,
3531,H2NC07146,"MINNICOZZI, JASON",NC,7,DEMOCRATIC PARTY,House,Challenger,C,Democrat,jason  minnicozzi,,,,,,,
3533,H2CA29095,"MIRANDA, ANDY",CA,29,REPUBLICAN PARTY,House,Challenger,N,Republican,andy  miranda,https://ballotpedia.org/Andy_Miranda,,AndyforCa29,1484249410905133058,,,
3534,H2FL16090,"MIRANDA-PADILLA, BENJAMIN",FL,16,DEMOCRATIC PARTY,House,Challenger,N,Democrat,benjamin  mirandapadilla,,,,,,,
3535,H2TX27315,"MIRELES, ERIC",TX,27,REPUBLICAN PARTY,House,Challenger,P,Republican,eric  mireles,https://ballotpedia.org/Eric_Mireles,,,,,,
3536,H2PA13136,"MISCOVICH, JAMES MICHAEL",PA,13,REPUBLICAN PARTY,House,Challenger,N,Republican,james  miscovich,,,,,,,
3537,H2MO01245,"MITCHELL RILEY, LAURA",MO,1,REPUBLICAN PARTY,House,Challenger,N,Republican,laura  riley,,,,,,,
3538,H2CO05182,"MITCHELL, CHRISTOPHER",CO,5,CONSTITUTION PARTY,House,Challenger,N,Other,christopher  mitchell,https://ballotpedia.org/Christopher_Mitchell,,,,,,
3539,H2TX08125,"MITCHELL, JONATHAN",TX,36,REPUBLICAN PARTY,House,Challenger,N,Republican,jonathan  mitchell,,,,,,,
3540,H2AZ02303,"MITCHELL, MARISSA M",AZ,2,REPUBLICAN PARTY,House,Challenger,N,Republican,marissa  mitchell,,,,,,,
3541,H8TX06225,"MITCHELL, MONTE",TX,6,REPUBLICAN PARTY,House,Challenger,N,Republican,monte  mitchell,,,,,,,
3543,H2UT02498,"MITCHELL, NICHOLAS",UT,2,DEMOCRATIC PARTY,House,Challenger,P,Democrat,nicholas  mitchell,https://ballotpedia.org/Nick_Mitchell_(Utah),,Nick4utah,,No tweets found.,Name not found.,
3544,H2MD01220,"MIZEUR, HEATHER RENAY",MD,1,DEMOCRATIC PARTY,House,Challenger,P,Democrat,heather  mizeur,https://ballotpedia.org/Heather_Mizeur,,HeatherMizeur,115149062,No tweets found.,,
3547,H2IL14136,"MLTON, JAIME",IL,14,REPUBLICAN PARTY,House,Challenger,P,Republican,jaime  mlton,https://ballotpedia.org/Jaime_Milton,,Milton4Congress,1504659674846707715,,,
3549,H2TX07051,"MOCKUS, DAMIEN",TX,38,REPUBLICAN PARTY,House,Open seat,N,Republican,damien  mockus,https://ballotpedia.org/Damien_Mockus,,VoteMockus,1389803518555471876,,,
3550,H8MN04083,"MOGHUL, FASIL",MN,4,DEMOCRATIC PARTY,House,Challenger,N,Democrat,fasil  moghul,https://ballotpedia.org/Fasil_Moghul,,FasilMoghul,1433451404325163021,,,
3552,H0FL22092,"MOHAMMAD, IMTIAZ AHMAD",FL,22,DEMOCRATIC PARTY,House,Challenger,N,Democrat,imtiaz  mohammad,,,,,,,
3553,H2PA15131,"MOLESEVICH, MIKE",PA,15,DEMOCRATIC PARTY,House,Challenger,P,Democrat,mike  molesevich,https://ballotpedia.org/Michael_Molesevich,,,,,,
3554,H2NY19127,"MOLINARO, MARCUS J.",NY,19,REPUBLICAN PARTY,House,Incumbent,C,Republican,marcus  molinaro,https://ballotpedia.org/Marcus_Molinaro,M001221,MarcMolinaroNY,1466119349207449600,,,
3555,H2NY19127,"MOLINARO, MARCUS J.",NY,19,REPUBLICAN PARTY,House,Incumbent,C,Republican,marcus  molinaro,https://ballotpedia.org/Marcus_Molinaro,M001221,RepMolinaroNY19,1603419749748297728,,,
3556,H2NY19127,"MOLINARO, MARCUS J.",NY,19,REPUBLICAN PARTY,House,Incumbent,C,Republican,marcus  molinaro,https://ballotpedia.org/Marcus_Molinaro,M001221,marcmolinaro,17581393,,,
3558,H2CO06214,"MONAHAN, STEVEN EDWARD",CO,6,REPUBLICAN PARTY,House,Challenger,C,Republican,steven  monahan,https://ballotpedia.org/Steve_Monahan,,stevenmonahanco,1135073638531706880,No tweets found.,,
3559,H8TN06078,"MONDAY, CHRISTOPHER BRIAN",TN,6,UNAFFILIATED,House,Challenger,N,Other,christopher  monday,,,,,,,
3560,H2CA43419,"MONESTIME, JEAN M.",CA,43,DEMOCRATIC PARTY,House,Challenger,N,Democrat,jean  monestime,https://ballotpedia.org/Jean_M._Monestime_(California),,,,,,
3561,H2KY05169,"MONHOLLEN, BRANDON",KY,5,REPUBLICAN PARTY,House,Challenger,N,Republican,brandon  monhollen,https://ballotpedia.org/Brandon_Monhollen,,Brandon4_KY_5th,1469106972440080386,,,
3563,H0FL10113,"MONTAGUE, WILLIE",FL,10,REPUBLICAN PARTY,House,Challenger,N,Republican,willie  montague,https://ballotpedia.org/Willie_Montague,,RepMontague,,No tweets found.,Name not found.,
3565,H2FL27055,"MONTALVO, ANGEL",FL,27,DEMOCRATIC PARTY,House,Challenger,C,Democrat,angel  montalvo,https://ballotpedia.org/Angel_Montalvo,,MontalvoFL27,1400516829299290118,,,
3567,H2TX16250,"MONTANEZ BERRIOS (DMB), DELIRIS",TX,16,REPUBLICAN PARTY,House,Challenger,N,Republican,deliris  dmb,,,,,,,
3568,H2VA07246,"MONTEFORTE, MICHAEL A. JR",VA,7,REPUBLICAN PARTY,House,Challenger,N,Republican,michael  monteforte,,,,,,,
3569,H2TX08323,"MONTGOMERY, CHUCK",TX,8,REPUBLICAN PARTY,House,Open seat,N,Republican,chuck  montgomery,https://ballotpedia.org/Chuck_Montgomery,,,,,,
3570,H2TX07101,"MONTGOMERY, ERIN MEREDITH",TX,7,REPUBLICAN PARTY,House,Challenger,N,Republican,erin  montgomery,,,,,,,
3571,H2TX18207,"MONTIEL, CARMEN",TX,18,REPUBLICAN PARTY,House,Challenger,P,Republican,carmen  montiel,https://ballotpedia.org/Carmen_Maria_Montiel,,Carmen4Congress,950180672467034118,,,
3573,H2TX35227,"MONTOYA, SAMUEL",TX,35,REPUBLICAN PARTY,House,Challenger,N,Republican,samuel  montoya,https://ballotpedia.org/Sam_Montoya,,SamCMontoya,1471413907407478786,,,
3576,H4MI04126,"MOOLENAAR, JOHN MR.",MI,2,REPUBLICAN PARTY,House,Incumbent,C,Republican,john  moolenaar,https://ballotpedia.org/John_Moolenaar,M001194,JohnMoolenaar,41198239,,,
3577,H4MI04126,"MOOLENAAR, JOHN MR.",MI,2,REPUBLICAN PARTY,House,Incumbent,C,Republican,john  moolenaar,https://ballotpedia.org/John_Moolenaar,M001194,RepMoolenaar,2696643955,,,
3578,H2WA07127,"MOON, CLIFFORD E",WA,7,REPUBLICAN PARTY,House,Challenger,P,Republican,clifford  moon,https://ballotpedia.org/Cliff_Moon,,,,,,
3580,H2MO07135,"MOON, MIKE",MO,7,REPUBLICAN PARTY,House,Open seat,P,Republican,mike  moon,https://ballotpedia.org/Mike_Moon,,realmikemoon,56915505,,,
3581,H2NY23145,"MOON, RICHARD",NY,23,REPUBLICAN PARTY,House,Open seat,P,Republican,richard  moon,,,,,,,
3582,H4WV02080,"MOONEY, ALEXANDER XAVIER",WV,2,REPUBLICAN PARTY,House,Incumbent,N,Republican,alexander  mooney,https://ballotpedia.org/Alexander_Mooney,M001195,MooneyforWV,1491350114,,,
3584,H4WV02080,"MOONEY, ALEXANDER XAVIER",WV,2,REPUBLICAN PARTY,House,Incumbent,N,Republican,alexander  mooney,https://ballotpedia.org/Alexander_Mooney,M001195,RepAlexMooney,2964526557,,,
3585,H2AZ01347,"MOORE FOR AZ, JOHN W",AZ,1,REPUBLICAN PARTY,House,Challenger,C,Republican,john  az,,,,,,,
3587,H0UT01205,"MOORE, BLAKE",UT,1,REPUBLICAN PARTY,House,Incumbent,C,Republican,blake  moore,https://ballotpedia.org/Blake_Moore,M001213,RepBlakeMoore,1337452596093587462,,,
3588,H0UT01205,"MOORE, BLAKE",UT,1,REPUBLICAN PARTY,House,Incumbent,C,Republican,blake  moore,https://ballotpedia.org/Blake_Moore,M001213,ElectBlakeMoore,551935844,,,
3589,H2NY01182,"MOORE, EDWARD FRANCIS JR",NY,1,REPUBLICAN PARTY,House,Open seat,N,Republican,edward  moore,,,,,,,
3590,H8AL02171,"MOORE, FELIX BARRY",AL,2,REPUBLICAN PARTY,House,Incumbent,C,Republican,felix  moore,https://ballotpedia.org/Barry_Moore_(Alabama),M001212,RepBarryMoore,1339006078688825344,,,
3592,H4WI04183,"MOORE, GWEN S",WI,4,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,gwen  moore,https://ballotpedia.org/Gwen_Moore,M001160,RepGwenMoore,22669526,,,
3593,H4WI04183,"MOORE, GWEN S",WI,4,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,gwen  moore,https://ballotpedia.org/Gwen_Moore,M001160,Gwen4Congress,784965392,,,
3594,H2GA03153,"MOORE, RODNEY R.",GA,3,DEMOCRATIC PARTY,House,Challenger,N,Democrat,rodney  moore,,,,,,,
3596,H2FL09228,"MOORE, SCOTTY",FL,9,REPUBLICAN PARTY,House,Challenger,N,Republican,scotty  moore,https://ballotpedia.org/Scotty_Moore,,ScottyMoore4FL,1505279743989628934,,,
3597,H2CO07188,"MOPPER, JUIUS B",CO,7,DEMOCRATIC PARTY,House,Open seat,N,Democrat,juius  mopper,,,,,,,
3598,H2RI02192,"MOQUIN, CAMERON",RI,2,DEMOCRATIC PARTY,House,Open seat,N,Democrat,cameron  moquin,,,,,,,
3599,H2FL09277,"MORALES, ADIANIS",FL,9,REPUBLICAN PARTY,House,Challenger,P,Republican,adianis  morales,https://ballotpedia.org/Adianis_Morales,,,,,,
3601,H2TX01112,"MORAN, NATHANIEL QUENTIN",TX,1,REPUBLICAN PARTY,House,Incumbent,C,Republican,nathaniel  moran,https://ballotpedia.org/Nathaniel_Moran,M001224,moran4congress,1464256502001188873,,,
3602,H2TX01112,"MORAN, NATHANIEL QUENTIN",TX,1,REPUBLICAN PARTY,House,Incumbent,C,Republican,nathaniel  moran,https://ballotpedia.org/Nathaniel_Moran,M001224,RepNateMoran,1603470469608374272,,,
3603,H2CA38245,"MOREIRA, ELIZABETH",CA,38,DEMOCRATIC PARTY,House,Challenger,N,Democrat,elizabeth  moreira,,,,,,,
3605,H4FL21054,"MOREL, EMMANUEL G",FL,20,DEMOCRATIC PARTY,House,Challenger,N,Democrat,emmanuel  morel,https://ballotpedia.org/Emmanuel_Morel,,egmorel1960,2363254548,,,
3606,H2NC13268,"MOREL, JESSICA",NC,13,REPUBLICAN PARTY,House,Open seat,P,Republican,jessica  morel,https://ballotpedia.org/Jessica_Morel,,,,,,
3607,H8NY25105,"MORELLE, JOSEPH D",NY,25,DEMOCRATIC PARTY,House,Incumbent,N,Democrat,joseph  morelle,https://ballotpedia.org/Joseph_Morelle,M001206,repjoemorelle,1064595993222615040,No tweets found.,,
3608,H8NY25105,"MORELLE, JOSEPH D",NY,25,DEMOCRATIC PARTY,House,Incumbent,N,Democrat,joseph  morelle,https://ballotpedia.org/Joseph_Morelle,M001206,votemorelle,977247448820305920,,,
3609,H8NY25105,"MORELLE, JOSEPH D",NY,25,DEMOCRATIC PARTY,House,Incumbent,N,Democrat,joseph  morelle,https://ballotpedia.org/Joseph_Morelle,M001206,RepJoeMorelle,1064595993222615040,,,
3610,H2CA39193,"MORENO, TONY",CA,39,REPUBLICAN PARTY,House,Challenger,N,Republican,tony  moreno,https://ballotpedia.org/Tony_Moreno_(California),,,,,,
3612,H2AZ04218,"MORGAN, ADAM",AZ,9,REPUBLICAN PARTY,House,Challenger,P,Republican,adam  morgan,https://ballotpedia.org/Adam_Morgan_(Arizona),,Morgan4Az,1477648117222842369,,,
3613,H2FL10176,"MORGAN, CARTER",FL,10,REPUBLICAN PARTY,House,Open seat,N,Republican,carter  morgan,,,,,,,
3614,H2TN03227,"MORGAN, KENNETH FARRELL MR. SR",TN,3,REPUBLICAN PARTY,House,Challenger,C,Republican,kenneth  morgan,,,,,,,
3616,H2MD02343,"MORGAN, YURIPZY",MD,3,REPUBLICAN PARTY,House,Challenger,P,Republican,yuripzy  morgan,https://ballotpedia.org/Yuripzy_Morgan,,YMforcongress,,No tweets found.,Name not found.,
3617,H2OH06110,"MORGENSTERN, MICHAEL S.",OH,6,REPUBLICAN PARTY,House,Challenger,P,Republican,michael  morgenstern,https://ballotpedia.org/Michael_Morgenstern,,,,,,
3619,H2RI02242,"MORGENTHAU, SARAH",RI,2,DEMOCRATIC PARTY,House,Open seat,P,Democrat,sarah  morgenthau,https://ballotpedia.org/Sarah_Morgenthau,,SarahMorgenthau,1488902663181938693,No tweets found.,,
3620,H2RI02242,"MORGENTHAU, SARAH",RI,2,DEMOCRATIC PARTY,House,Open seat,P,Democrat,sarah  morgenthau,https://ballotpedia.org/Sarah_Morgenthau,,SarahForRI,1488907046527377415,,,
3621,H2NV03237,"MORRIS, ROBERT BRUCE",NV,3,NON-PARTY,House,Challenger,N,Other,robert  morris,,,,,,,
3623,H2SC06167,"MORRIS, SONIA A.",SC,6,REPUBLICAN PARTY,House,Challenger,N,Republican,sonia  morris,https://ballotpedia.org/A._Sonia_Morris,,DivinelyDezined,179186728,,,
3624,H2SC06167,"MORRIS, SONIA A.",SC,6,REPUBLICAN PARTY,House,Challenger,N,Republican,sonia  morris,https://ballotpedia.org/A._Sonia_Morris,,SCCongressSonia,1511889883786272770,,,
3625,H2IL17154,"MORRIS, SPENCE EDMUND III",IL,17,DEMOCRATIC PARTY,House,Open seat,N,Democrat,spence  morris,,,,,,,
3626,H2SC07306,"MORRIS, SPENCER ALLEN",SC,7,REPUBLICAN PARTY,House,Challenger,C,Republican,spencer  morris,https://ballotpedia.org/Spencer_Morris,,,,,,
3627,H2VA04151,"MORRISSEY, JOSEPH DEE",VA,4,DEMOCRATIC PARTY,House,Challenger,N,Democrat,joseph  morrissey,,,,,,,
3628,H2CA42189,"MOSELY, BRANDON",CA,41,DEMOCRATIC PARTY,House,Challenger,P,Democrat,brandon  mosely,,,,,,,
3629,H2AZ06262,"MOSER, MAVRICK CODY MR.",AZ,6,REPUBLICAN PARTY,House,Challenger,N,Republican,mavrick  moser,,,,,,,
3630,H2FL22171,"MOSKOWITZ, JARED",FL,23,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,jared  moskowitz,https://ballotpedia.org/Jared_Moskowitz,M001217,JaredEMoskowitz,730899167740989441,,,
3632,H2FL22171,"MOSKOWITZ, JARED",FL,23,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,jared  moskowitz,https://ballotpedia.org/Jared_Moskowitz,M001217,RepMoskowitz,1610009027743830018,,,
3633,H2GA08079,"MOSLEY, MARK",GA,8,LIBERTARIAN PARTY,House,Challenger,N,Other,mark  mosley,,,,,,,
3634,H4MA06090,"MOULTON, SETH",MA,6,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,seth  moulton,https://ballotpedia.org/Seth_Moulton,M001196,RepMoulton,3091316093,,,
3635,H4MA06090,"MOULTON, SETH",MA,6,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,seth  moulton,https://ballotpedia.org/Seth_Moulton,M001196,sethmoulton,248495200,,,
3636,H0NH01282,"MOWERS, MATT",NH,1,REPUBLICAN PARTY,House,Challenger,P,Republican,matt  mowers,https://ballotpedia.org/Matt_Mowers,,mowers,18903194,,,
3639,H2VA05125,"MOY, DANIEL ROBERT MR.",VA,5,REPUBLICAN PARTY,House,Challenger,C,Republican,daniel  moy,https://ballotpedia.org/Dan_Moy,,votedanmoy,1484755472569802753,,,
